Date/Time,Year,Month,Day,Time,Temp,TempFlag,DewPointTemp,DewPointTempFlag,RelHum,RelHumFlag,WindDir,WindDirFlag,WindSpd,WindSpdFlag,Visibility,VisibilityFlag,StnPress,StnPressFlag,Hmdx,HmdxFlag,WindChill,WindChillFlag,Weather
2016-07-01 00:00,2016,7,1,00:00,19.6,,5.8,,40,,19.0,,7,,24.1,,99.31,,,,,,
2016-07-01 01:00,2016,7,1,01:00,18.8,,5.8,,42,,21.0,,10,,24.1,,99.25,,,,,,Mainly Clear
2016-07-01 02:00,2016,7,1,02:00,17.6,,6.0,,46,,25.0,,5,,24.1,,99.21,,,,,,
2016-07-01 03:00,2016,7,1,03:00,17.2,,6.2,,48,,36.0,,2,,24.1,,99.19,,,,,,
2016-07-01 04:00,2016,7,1,04:00,17.9,,6.2,,46,,36.0,,2,,24.1,,99.15,,,,,,Mostly Cloudy
2016-07-01 05:00,2016,7,1,05:00,17.9,,6.9,,48,,8.0,,4,,24.1,,99.1,,,,,,
2016-07-01 06:00,2016,7,1,06:00,18.2,,7.4,,49,,12.0,,7,,24.1,,99.06,,,,,,
2016-07-01 07:00,2016,7,1,07:00,18.5,,11.7,,64,,14.0,,8,,24.1,,99.03,,,,,,Cloudy
2016-07-01 08:00,2016,7,1,08:00,17.4,,14.5,,83,,20.0,,12,,16.1,,99.16,,,,,,Rain
2016-07-01 09:00,2016,7,1,09:00,16.7,,14.2,,85,,26.0,,14,,19.3,,99.11,,,,,,Rain
2016-07-01 10:00,2016,7,1,10:00,18.1,,14.3,,78,,30.0,,9,,24.1,,99.0,,,,,,Mostly Cloudy
2016-07-01 11:00,2016,7,1,11:00,20.0,,14.0,,68,,20.0,,18,,24.1,,98.97,,,,,,
2016-07-01 12:00,2016,7,1,12:00,20.3,,15.0,,71,,16.0,,23,,24.1,,98.9,,,,,,
2016-07-01 13:00,2016,7,1,13:00,18.7,,17.4,,92,,16.0,,13,,24.1,,98.88,,,,,,Thunderstorms
2016-07-01 14:00,2016,7,1,14:00,21.4,,12.9,,58,,28.0,,41,,24.1,,98.86,,,,,,
2016-07-01 15:00,2016,7,1,15:00,22.8,,11.1,,47,,30.0,,39,,24.1,,98.93,,25.0,,,,
2016-07-01 16:00,2016,7,1,16:00,21.7,,11.3,,51,,31.0,,39,,24.1,,98.99,,,,,,Mostly Cloudy
2016-07-01 17:00,2016,7,1,17:00,20.2,,11.3,,56,,29.0,,40,,24.1,,99.08,,,,,,
2016-07-01 18:00,2016,7,1,18:00,19.8,,12.2,,61,,29.0,,39,,24.1,,99.15,,,,,,
2016-07-01 19:00,2016,7,1,19:00,18.4,,11.8,,65,,29.0,,32,,24.1,,99.18,,,,,,Mostly Cloudy
2016-07-01 20:00,2016,7,1,20:00,17.2,,10.6,,65,,32.0,,37,,24.1,,99.28,,,,,,
2016-07-01 21:00,2016,7,1,21:00,16.0,,10.4,,69,,31.0,,27,,24.1,,99.37,,,,,,
2016-07-01 22:00,2016,7,1,22:00,15.6,,10.6,,72,,30.0,,29,,24.1,,99.41,,,,,,Clear
2016-07-01 23:00,2016,7,1,23:00,14.8,,9.9,,72,,29.0,,23,,24.1,,99.46,,,,,,
2016-07-02 00:00,2016,7,2,00:00,14.8,,9.4,,70,,30.0,,25,,24.1,,99.49,,,,,,
2016-07-02 01:00,2016,7,2,01:00,13.3,,9.2,,76,,28.0,,15,,24.1,,99.51,,,,,,Clear
2016-07-02 02:00,2016,7,2,02:00,12.8,,9.3,,79,,28.0,,12,,24.1,,99.54,,,,,,
2016-07-02 03:00,2016,7,2,03:00,12.7,,9.4,,80,,28.0,,15,,24.1,,99.56,,,,,,
2016-07-02 04:00,2016,7,2,04:00,13.2,,9.3,,77,,29.0,,15,,24.1,,99.59,,,,,,Clear
2016-07-02 05:00,2016,7,2,05:00,12.6,,9.3,,80,,29.0,,16,,24.1,,99.64,,,,,,
2016-07-02 06:00,2016,7,2,06:00,13.8,,9.3,,74,,28.0,,12,,24.1,,99.69,,,,,,
2016-07-02 07:00,2016,7,2,07:00,16.5,,9.3,,62,,29.0,,17,,24.1,,99.71,,,,,,Mainly Clear
2016-07-02 08:00,2016,7,2,08:00,18.6,,9.2,,54,,30.0,,22,,24.1,,99.73,,,,,,
2016-07-02 09:00,2016,7,2,09:00,20.9,,9.9,,49,,28.0,,21,,24.1,,99.7,,,,,,
2016-07-02 10:00,2016,7,2,10:00,22.3,,9.6,,44,,29.0,,29,,24.1,,99.69,,,,,,Mainly Clear
2016-07-02 11:00,2016,7,2,11:00,23.9,,9.3,,39,,32.0,,34,,24.1,,99.68,,25.0,,,,
2016-07-02 12:00,2016,7,2,12:00,24.4,,9.4,,38,,31.0,,26,,24.1,,99.67,,25.0,,,,
2016-07-02 13:00,2016,7,2,13:00,25.5,,8.7,,34,,30.0,,36,,24.1,,99.64,,26.0,,,,Mostly Cloudy
2016-07-02 14:00,2016,7,2,14:00,26.0,,7.8,,31,,31.0,,40,,24.1,,99.62,,26.0,,,,
2016-07-02 15:00,2016,7,2,15:00,25.0,,8.3,,34,,31.0,,32,,24.1,,99.62,,26.0,,,,
2016-07-02 16:00,2016,7,2,16:00,25.6,,7.5,,31,,31.0,,29,,24.1,,99.63,,26.0,,,,Mostly Cloudy
2016-07-02 17:00,2016,7,2,17:00,25.1,,7.5,,32,,32.0,,34,,24.1,,99.66,,25.0,,,,
2016-07-02 18:00,2016,7,2,18:00,24.5,,6.9,,32,,30.0,,31,,24.1,,99.66,,,,,,
2016-07-02 19:00,2016,7,2,19:00,23.5,,6.5,,33,,31.0,,28,,24.1,,99.67,,,,,,Mainly Clear
2016-07-02 20:00,2016,7,2,20:00,21.9,,7.1,,38,,28.0,,19,,24.1,,99.69,,,,,,
2016-07-02 21:00,2016,7,2,21:00,21.1,,7.5,,41,,28.0,,16,,24.1,,99.76,,,,,,
2016-07-02 22:00,2016,7,2,22:00,18.2,,7.7,,50,,25.0,,11,,24.1,,99.75,,,,,,Clear
2016-07-02 23:00,2016,7,2,23:00,18.2,,7.7,,50,,28.0,,15,,24.1,,99.77,,,,,,
2016-07-03 00:00,2016,7,3,00:00,16.3,,7.9,,57,,29.0,,11,,24.1,,99.8,,,,,,
2016-07-03 01:00,2016,7,3,01:00,15.8,,7.9,,59,,27.0,,10,,24.1,,99.79,,,,,,Clear
2016-07-03 02:00,2016,7,3,02:00,14.4,,8.4,,67,,26.0,,13,,24.1,,99.78,,,,,,
2016-07-03 03:00,2016,7,3,03:00,14.2,,8.2,,67,,27.0,,10,,24.1,,99.78,,,,,,
2016-07-03 04:00,2016,7,3,04:00,14.7,,8.3,,65,,31.0,,10,,24.1,,99.76,,,,,,Clear
2016-07-03 05:00,2016,7,3,05:00,14.6,,7.9,,64,,29.0,,10,,24.1,,99.78,,,,,,
2016-07-03 06:00,2016,7,3,06:00,17.0,,8.5,,57,,29.0,,8,,24.1,,99.81,,,,,,
2016-07-03 07:00,2016,7,3,07:00,20.0,,9.4,,50,,29.0,,14,,24.1,,99.84,,,,,,Mainly Clear
2016-07-03 08:00,2016,7,3,08:00,22.6,,9.6,,43,,30.0,,21,,24.1,,99.85,,,,,,
2016-07-03 09:00,2016,7,3,09:00,24.0,,9.0,,38,,30.0,,25,,24.1,,99.84,,25.0,,,,
2016-07-03 10:00,2016,7,3,10:00,24.6,,8.3,,35,,29.0,,19,,24.1,,99.81,,25.0,,,,Mainly Clear
2016-07-03 11:00,2016,7,3,11:00,25.4,,7.7,,32,,30.0,,24,,24.1,,99.8,,26.0,,,,
2016-07-03 12:00,2016,7,3,12:00,26.2,,8.5,,32,,28.0,,10,,24.1,,99.77,,27.0,,,,
2016-07-03 13:00,2016,7,3,13:00,27.1,,9.3,,32,,31.0,,18,,24.1,,99.73,,28.0,,,,Mostly Cloudy
2016-07-03 14:00,2016,7,3,14:00,26.2,,8.5,,32,,32.0,,17,,24.1,,99.68,,27.0,,,,
2016-07-03 15:00,2016,7,3,15:00,28.2,,7.7,,27,,28.0,,19,,24.1,,99.63,,28.0,,,,
2016-07-03 16:00,2016,7,3,16:00,26.7,,7.5,,29,,32.0,,13,,24.1,,99.61,,27.0,,,,Mostly Cloudy
2016-07-03 17:00,2016,7,3,17:00,26.1,,7.9,,31,,26.0,,17,,24.1,,99.58,,26.0,,,,
2016-07-03 18:00,2016,7,3,18:00,26.8,,7.0,,28,,28.0,,22,,24.1,,99.57,,27.0,,,,
2016-07-03 19:00,2016,7,3,19:00,25.7,,8.0,,32,,31.0,,19,,24.1,,99.58,,26.0,,,,Clear
2016-07-03 20:00,2016,7,3,20:00,24.4,,9.0,,37,,31.0,,21,,24.1,,99.57,,25.0,,,,
2016-07-03 21:00,2016,7,3,21:00,22.8,,9.0,,41,,31.0,,15,,24.1,,99.6,,,,,,
2016-07-03 22:00,2016,7,3,22:00,21.2,,9.3,,46,,31.0,,13,,24.1,,99.64,,,,,,Clear
2016-07-03 23:00,2016,7,3,23:00,20.9,,9.0,,46,,32.0,,11,,24.1,,99.66,,,,,,
2016-07-04 00:00,2016,7,4,00:00,19.7,,9.1,,50,,32.0,,14,,24.1,,99.67,,,,,,
2016-07-04 01:00,2016,7,4,01:00,18.4,,9.3,,55,,23.0,,7,,24.1,,99.68,,,,,,Clear
2016-07-04 02:00,2016,7,4,02:00,16.7,,9.5,,62,,25.0,,9,,24.1,,99.64,,,,,,
2016-07-04 03:00,2016,7,4,03:00,16.2,,9.5,,64,,31.0,,11,,24.1,,99.62,,,,,,
2016-07-04 04:00,2016,7,4,04:00,15.5,,9.2,,66,,30.0,,7,,24.1,,99.61,,,,,,Clear
2016-07-04 05:00,2016,7,4,05:00,15.8,,9.1,,64,,31.0,,8,,24.1,,99.65,,,,,,
2016-07-04 06:00,2016,7,4,06:00,16.9,,10.1,,64,,27.0,,7,,24.1,,99.68,,,,,,
2016-07-04 07:00,2016,7,4,07:00,20.0,,8.2,,46,,36.0,,1,,24.1,,99.67,,,,,,Mainly Clear
2016-07-04 08:00,2016,7,4,08:00,22.5,,7.7,,38,,36.0,,3,,24.1,,99.67,,,,,,
2016-07-04 09:00,2016,7,4,09:00,24.6,,8.8,,36,,15.0,,10,,24.1,,99.61,,25.0,,,,
2016-07-04 10:00,2016,7,4,10:00,25.4,,8.2,,33,,17.0,,14,,24.1,,99.55,,26.0,,,,Clear
2016-07-04 11:00,2016,7,4,11:00,26.4,,8.2,,31,,17.0,,14,,24.1,,99.49,,27.0,,,,
2016-07-04 12:00,2016,7,4,12:00,26.8,,9.4,,33,,15.0,,16,,24.1,,99.44,,28.0,,,,
2016-07-04 13:00,2016,7,4,13:00,27.4,,8.1,,29,,17.0,,17,,24.1,,99.36,,28.0,,,,Mainly Clear
2016-07-04 14:00,2016,7,4,14:00,27.1,,8.3,,30,,16.0,,13,,24.1,,99.31,,28.0,,,,
2016-07-04 15:00,2016,7,4,15:00,27.8,,8.4,,29,,17.0,,18,,24.1,,99.21,,28.0,,,,
2016-07-04 16:00,2016,7,4,16:00,27.8,,8.9,,30,,14.0,,16,,24.1,,99.16,,29.0,,,,Mainly Clear
2016-07-04 17:00,2016,7,4,17:00,26.4,,9.5,,34,,16.0,,14,,24.1,,99.12,,27.0,,,,
2016-07-04 18:00,2016,7,4,18:00,25.0,,9.1,,36,,15.0,,18,,24.1,,99.06,,26.0,,,,
2016-07-04 19:00,2016,7,4,19:00,23.2,,9.0,,40,,15.0,,16,,24.1,,99.02,,,,,,Mainly Clear
2016-07-04 20:00,2016,7,4,20:00,21.5,,9.9,,47,,15.0,,15,,24.1,,98.96,,,,,,
2016-07-04 21:00,2016,7,4,21:00,20.5,,10.4,,52,,15.0,,7,,24.1,,98.97,,,,,,
2016-07-04 22:00,2016,7,4,22:00,20.5,,10.7,,53,,19.0,,5,,24.1,,98.97,,,,,,Mostly Cloudy
2016-07-04 23:00,2016,7,4,23:00,21.1,,10.7,,51,,16.0,,7,,24.1,,98.94,,,,,,
2016-07-05 00:00,2016,7,5,00:00,21.1,,10.1,,49,,36.0,,1,,24.1,,98.92,,,,,,
2016-07-05 01:00,2016,7,5,01:00,21.7,,10.1,,47,,36.0,,2,,24.1,,98.93,,,,,,Mostly Cloudy
2016-07-05 02:00,2016,7,5,02:00,21.9,,9.6,,45,,2.0,,6,,24.1,,98.88,,,,,,
2016-07-05 03:00,2016,7,5,03:00,21.0,,10.3,,50,,1.0,,8,,24.1,,98.87,,,,,,
2016-07-05 04:00,2016,7,5,04:00,20.2,,9.9,,51,,31.0,,8,,24.1,,98.84,,,,,,Mostly Cloudy
2016-07-05 05:00,2016,7,5,05:00,20.4,,9.8,,50,,36.0,,5,,24.1,,98.85,,,,,,
2016-07-05 06:00,2016,7,5,06:00,21.4,,9.5,,46,,28.0,,7,,24.1,,98.91,,,,,,
2016-07-05 07:00,2016,7,5,07:00,22.6,,10.6,,46,,36.0,,2,,24.1,,98.9,,,,,,Mostly Cloudy
2016-07-05 08:00,2016,7,5,08:00,25.0,,11.0,,41,,30.0,,9,,24.1,,98.95,,27.0,,,,
2016-07-05 09:00,2016,7,5,09:00,27.1,,13.7,,43,,24.0,,14,,24.1,,98.93,,30.0,,,,
2016-07-05 10:00,2016,7,5,10:00,28.5,,13.8,,40,,25.0,,12,,24.1,,98.93,,32.0,,,,Mainly Clear
2016-07-05 11:00,2016,7,5,11:00,29.5,,13.6,,37,,26.0,,14,,24.1,,98.9,,33.0,,,,
2016-07-05 12:00,2016,7,5,12:00,29.5,,14.4,,39,,26.0,,13,,24.1,,98.9,,33.0,,,,
2016-07-05 13:00,2016,7,5,13:00,30.2,,14.6,,38,,26.0,,22,,24.1,,98.87,,34.0,,,,Mostly Cloudy
2016-07-05 14:00,2016,7,5,14:00,32.0,,15.8,,37,,29.0,,23,,24.1,,98.85,,36.0,,,,
2016-07-05 15:00,2016,7,5,15:00,31.4,,16.1,,39,,27.0,,19,,24.1,,98.85,,36.0,,,,
2016-07-05 16:00,2016,7,5,16:00,32.1,,15.9,,37,,28.0,,30,,24.1,,98.84,,37.0,,,,Mostly Cloudy
2016-07-05 17:00,2016,7,5,17:00,30.4,,15.9,,41,,31.0,,30,,24.1,,98.86,,35.0,,,,
2016-07-05 18:00,2016,7,5,18:00,29.4,,15.8,,43,,28.0,,23,,24.1,,98.89,,34.0,,,,
2016-07-05 19:00,2016,7,5,19:00,28.1,,15.6,,46,,32.0,,24,,24.1,,98.9,,32.0,,,,Clear
2016-07-05 20:00,2016,7,5,20:00,26.9,,14.8,,47,,29.0,,18,,24.1,,98.95,,31.0,,,,
2016-07-05 21:00,2016,7,5,21:00,26.0,,15.3,,51,,30.0,,20,,24.1,,99.03,,30.0,,,,
2016-07-05 22:00,2016,7,5,22:00,25.0,,15.2,,54,,29.0,,11,,24.1,,99.03,,29.0,,,,Clear
2016-07-05 23:00,2016,7,5,23:00,23.6,,15.0,,58,,29.0,,10,,24.1,,99.01,,28.0,,,,
2016-07-06 00:00,2016,7,6,00:00,21.5,,15.7,,69,,26.0,,9,,24.1,,99.03,,26.0,,,,
2016-07-06 01:00,2016,7,6,01:00,20.8,,15.4,,71,,27.0,,8,,24.1,,99.06,,25.0,,,,Clear
2016-07-06 02:00,2016,7,6,02:00,21.4,,15.8,,70,,29.0,,12,,24.1,,99.1,,26.0,,,,
2016-07-06 03:00,2016,7,6,03:00,20.0,,15.3,,74,,29.0,,12,,24.1,,99.11,,,,,,
2016-07-06 04:00,2016,7,6,04:00,20.5,,15.6,,73,,36.0,,2,,24.1,,99.11,,25.0,,,,Mainly Clear
2016-07-06 05:00,2016,7,6,05:00,19.3,,15.4,,78,,29.0,,8,,24.1,,99.07,,,,,,
2016-07-06 06:00,2016,7,6,06:00,21.5,,16.3,,72,,23.0,,6,,24.1,,99.02,,26.0,,,,
2016-07-06 07:00,2016,7,6,07:00,24.8,,16.7,,60,,27.0,,8,,24.1,,99.06,,30.0,,,,Mostly Cloudy
2016-07-06 08:00,2016,7,6,08:00,27.1,,16.9,,53,,23.0,,10,,24.1,,99.1,,32.0,,,,
2016-07-06 09:00,2016,7,6,09:00,28.6,,17.4,,50,,26.0,,10,,24.1,,99.1,,34.0,,,,
2016-07-06 10:00,2016,7,6,10:00,29.1,,16.2,,45,,21.0,,17,,24.1,,99.04,,34.0,,,,Mostly Cloudy
2016-07-06 11:00,2016,7,6,11:00,29.0,,17.4,,49,,14.0,,18,,24.1,,99.04,,35.0,,,,
2016-07-06 12:00,2016,7,6,12:00,29.5,,17.2,,47,,16.0,,19,,24.1,,98.99,,35.0,,,,
2016-07-06 13:00,2016,7,6,13:00,30.9,,17.1,,43,,15.0,,22,,24.1,,98.9,,36.0,,,,Mainly Clear
2016-07-06 14:00,2016,7,6,14:00,31.4,,17.2,,42,,15.0,,24,,24.1,,98.87,,37.0,,,,
2016-07-06 15:00,2016,7,6,15:00,30.9,,17.1,,43,,17.0,,23,,24.1,,98.82,,36.0,,,,
2016-07-06 16:00,2016,7,6,16:00,30.4,,17.4,,45,,18.0,,27,,24.1,,98.78,,36.0,,,,Mostly Cloudy
2016-07-06 17:00,2016,7,6,17:00,30.1,,18.1,,48,,17.0,,25,,24.1,,98.75,,36.0,,,,
2016-07-06 18:00,2016,7,6,18:00,29.9,,17.3,,46,,22.0,,25,,24.1,,98.75,,35.0,,,,
2016-07-06 19:00,2016,7,6,19:00,28.8,,17.2,,49,,22.0,,25,,24.1,,98.76,,34.0,,,,Cloudy
2016-07-06 20:00,2016,7,6,20:00,27.5,,18.7,,58,,22.0,,17,,24.1,,98.75,,34.0,,,,Rain Showers
2016-07-06 21:00,2016,7,6,21:00,27.0,,17.9,,57,,24.0,,18,,24.1,,98.75,,33.0,,,,
2016-07-06 22:00,2016,7,6,22:00,26.3,,18.3,,61,,24.0,,12,,24.1,,98.76,,33.0,,,,Mostly Cloudy
2016-07-06 23:00,2016,7,6,23:00,25.8,,18.9,,65,,25.0,,14,,24.1,,98.82,,32.0,,,,
2016-07-07 00:00,2016,7,7,00:00,24.8,,19.5,,72,,25.0,,12,,24.1,,98.8,,32.0,,,,
2016-07-07 01:00,2016,7,7,01:00,24.5,,19.7,,74,,25.0,,17,,24.1,,98.77,,32.0,,,,Mostly Cloudy
2016-07-07 02:00,2016,7,7,02:00,23.1,,19.5,,80,,27.0,,7,,24.1,,98.74,,30.0,,,,
2016-07-07 03:00,2016,7,7,03:00,22.3,,19.3,,83,,26.0,,8,,24.1,,98.7,,29.0,,,,
2016-07-07 04:00,2016,7,7,04:00,21.6,,19.0,,85,,27.0,,6,,24.1,,98.7,,28.0,,,,Mainly Clear
2016-07-07 05:00,2016,7,7,05:00,21.9,,19.5,,86,,27.0,,11,,24.1,,98.72,,29.0,,,,
2016-07-07 06:00,2016,7,7,06:00,22.9,,19.9,,83,,28.0,,8,,24.1,,98.71,,30.0,,,,
2016-07-07 07:00,2016,7,7,07:00,23.9,,20.1,,79,,30.0,,9,,19.3,,98.77,,32.0,,,,Mainly Clear
2016-07-07 08:00,2016,7,7,08:00,25.1,,20.0,,73,,31.0,,8,,16.1,,98.83,,33.0,,,,
2016-07-07 09:00,2016,7,7,09:00,26.9,,20.1,,66,,33.0,,14,,16.1,,98.83,,35.0,,,,
2016-07-07 10:00,2016,7,7,10:00,27.5,,20.0,,63,,1.0,,5,,16.1,,98.83,,35.0,,,,Mostly Cloudy
2016-07-07 11:00,2016,7,7,11:00,28.8,,19.6,,57,,8.0,,4,,19.3,,98.84,,36.0,,,,
2016-07-07 12:00,2016,7,7,12:00,28.5,,20.2,,60,,15.0,,14,,19.3,,98.8,,36.0,,,,
2016-07-07 13:00,2016,7,7,13:00,25.6,,20.1,,71,,4.0,,25,,19.3,,98.81,,33.0,,,,Mostly Cloudy
2016-07-07 14:00,2016,7,7,14:00,27.2,,22.3,,74,,14.0,,5,,24.1,,98.78,,37.0,,,,
2016-07-07 15:00,2016,7,7,15:00,29.2,,19.7,,56,,8.0,,5,,24.1,,98.78,,37.0,,,,
2016-07-07 16:00,2016,7,7,16:00,30.9,,17.8,,45,,4.0,,5,,24.1,,98.78,,37.0,,,,Mostly Cloudy
2016-07-07 17:00,2016,7,7,17:00,31.4,,17.2,,42,,1.0,,22,,24.1,,98.79,,37.0,,,,
2016-07-07 18:00,2016,7,7,18:00,29.9,,17.3,,46,,1.0,,26,,24.1,,98.8,,35.0,,,,
2016-07-07 19:00,2016,7,7,19:00,27.9,,17.3,,52,,1.0,,22,,24.1,,98.82,,33.0,,,,Mostly Cloudy
2016-07-07 20:00,2016,7,7,20:00,26.6,,17.6,,57,,35.0,,24,,24.1,,98.9,,32.0,,,,
2016-07-07 21:00,2016,7,7,21:00,25.6,,17.7,,61,,35.0,,21,,24.1,,98.97,,31.0,,,,
2016-07-07 22:00,2016,7,7,22:00,23.8,,17.7,,68,,1.0,,18,,24.1,,98.98,,30.0,,,,Mostly Cloudy
2016-07-07 23:00,2016,7,7,23:00,23.2,,17.3,,69,,1.0,,13,,24.1,,98.96,,29.0,,,,
2016-07-08 00:00,2016,7,8,00:00,22.2,,17.4,,74,,36.0,,12,,24.1,,98.92,,28.0,,,,
2016-07-08 01:00,2016,7,8,01:00,21.4,,17.5,,78,,35.0,,17,,24.1,,98.9,,27.0,,,,Cloudy
2016-07-08 02:00,2016,7,8,02:00,20.9,,18.0,,83,,36.0,,16,,24.1,,98.86,,27.0,,,,
2016-07-08 03:00,2016,7,8,03:00,20.4,,17.8,,85,,36.0,,7,,24.1,,98.82,,26.0,,,,
2016-07-08 04:00,2016,7,8,04:00,20.7,,17.9,,84,,34.0,,11,,16.1,,98.83,,27.0,,,,Cloudy
2016-07-08 05:00,2016,7,8,05:00,20.7,,17.9,,84,,35.0,,10,,9.7,,98.85,,27.0,,,,Fog
2016-07-08 06:00,2016,7,8,06:00,20.8,,18.6,,87,,35.0,,4,,9.7,,98.83,,27.0,,,,"Rain,Fog"
2016-07-08 07:00,2016,7,8,07:00,21.0,,19.0,,88,,1.0,,10,,8.1,,98.85,,28.0,,,,"Rain,Fog"
2016-07-08 08:00,2016,7,8,08:00,21.5,,19.5,,88,,2.0,,13,,8.1,,98.84,,29.0,,,,"Rain,Fog"
2016-07-08 09:00,2016,7,8,09:00,22.4,,19.2,,82,,6.0,,8,,16.1,,98.84,,29.0,,,,
2016-07-08 10:00,2016,7,8,10:00,24.0,,20.0,,78,,17.0,,12,,12.9,,98.9,,32.0,,,,Cloudy
2016-07-08 11:00,2016,7,8,11:00,24.0,,19.8,,77,,19.0,,6,,12.9,,98.92,,31.0,,,,
2016-07-08 12:00,2016,7,8,12:00,25.0,,19.7,,72,,10.0,,4,,16.1,,98.88,,32.0,,,,
2016-07-08 13:00,2016,7,8,13:00,26.6,,19.6,,65,,13.0,,8,,19.3,,98.81,,34.0,,,,Mostly Cloudy
2016-07-08 14:00,2016,7,8,14:00,27.0,,19.3,,62,,15.0,,16,,24.1,,98.74,,34.0,,,,
2016-07-08 15:00,2016,7,8,15:00,25.9,,19.2,,66,,16.0,,18,,19.3,,98.74,,33.0,,,,
2016-07-08 16:00,2016,7,8,16:00,27.0,,19.3,,62,,15.0,,15,,24.1,,98.67,,34.0,,,,Mainly Clear
2016-07-08 17:00,2016,7,8,17:00,26.7,,19.2,,63,,16.0,,12,,19.3,,98.67,,34.0,,,,
2016-07-08 18:00,2016,7,8,18:00,24.9,,19.6,,72,,14.0,,16,,24.1,,98.62,,32.0,,,,
2016-07-08 19:00,2016,7,8,19:00,23.7,,19.5,,77,,15.0,,16,,16.1,,98.57,,31.0,,,,Mostly Cloudy
2016-07-08 20:00,2016,7,8,20:00,22.7,,19.5,,82,,12.0,,9,,16.1,,98.63,,30.0,,,,
2016-07-08 21:00,2016,7,8,21:00,22.1,,20.4,,90,,11.0,,11,,16.1,,98.51,,30.0,,,,Rain Showers
2016-07-08 22:00,2016,7,8,22:00,22.5,,20.6,,89,,7.0,,14,,24.1,,98.54,,31.0,,,,Rain
2016-07-08 23:00,2016,7,8,23:00,22.0,,20.7,,92,,10.0,,10,,19.3,,98.54,,30.0,,,,
2016-07-09 00:00,2016,7,9,00:00,21.1,,18.5,,85,,9.0,,16,,19.3,,98.53,,27.0,,,,
2016-07-09 01:00,2016,7,9,01:00,21.1,,19.1,,88,,25.0,,10,,24.1,,98.56,,28.0,,,,Cloudy
2016-07-09 02:00,2016,7,9,02:00,20.8,,19.5,,92,,36.0,,3,,19.3,,98.46,,28.0,,,,
2016-07-09 03:00,2016,7,9,03:00,20.2,,19.1,,93,,25.0,,7,,19.3,,98.44,,27.0,,,,
2016-07-09 04:00,2016,7,9,04:00,19.6,,18.6,,94,,27.0,,15,,24.1,,98.48,,,,,,Mostly Cloudy
2016-07-09 05:00,2016,7,9,05:00,19.4,,17.4,,88,,26.0,,19,,24.1,,98.57,,,,,,
2016-07-09 06:00,2016,7,9,06:00,19.7,,17.3,,86,,28.0,,14,,24.1,,98.6,,,,,,
2016-07-09 07:00,2016,7,9,07:00,20.4,,16.3,,77,,28.0,,21,,24.1,,98.63,,25.0,,,,Mostly Cloudy
2016-07-09 08:00,2016,7,9,08:00,22.3,,15.5,,65,,29.0,,25,,24.1,,98.64,,27.0,,,,
2016-07-09 09:00,2016,7,9,09:00,23.8,,14.1,,54,,29.0,,31,,24.1,,98.62,,27.0,,,,
2016-07-09 10:00,2016,7,9,10:00,24.8,,13.5,,49,,28.0,,28,,24.1,,98.64,,28.0,,,,Mostly Cloudy
2016-07-09 11:00,2016,7,9,11:00,24.0,,14.0,,53,,30.0,,31,,24.1,,98.7,,27.0,,,,
2016-07-09 12:00,2016,7,9,12:00,23.5,,14.4,,56,,27.0,,30,,24.1,,98.73,,27.0,,,,
2016-07-09 13:00,2016,7,9,13:00,23.0,,15.0,,60,,30.0,,37,,24.1,,98.72,,27.0,,,,Rain Showers
2016-07-09 14:00,2016,7,9,14:00,26.0,,14.0,,47,,28.0,,27,,24.1,,98.7,,29.0,,,,
2016-07-09 15:00,2016,7,9,15:00,26.4,,14.7,,48,,26.0,,30,,24.1,,98.72,,30.0,,,,
2016-07-09 16:00,2016,7,9,16:00,25.2,,13.9,,49,,29.0,,29,,24.1,,98.74,,29.0,,,,Rain Showers
2016-07-09 17:00,2016,7,9,17:00,21.6,,18.1,,80,,34.0,,21,,19.3,,98.82,,28.0,,,,
2016-07-09 18:00,2016,7,9,18:00,20.4,,18.0,,86,,31.0,,19,,24.1,,98.89,,26.0,,,,Rain Showers
2016-07-09 19:00,2016,7,9,19:00,21.6,,17.5,,77,,29.0,,18,,24.1,,98.89,,27.0,,,,Mainly Clear
2016-07-09 20:00,2016,7,9,20:00,21.7,,16.5,,72,,32.0,,26,,24.1,,98.93,,27.0,,,,
2016-07-09 21:00,2016,7,9,21:00,20.6,,16.7,,78,,32.0,,30,,24.1,,99.01,,26.0,,,,
2016-07-09 22:00,2016,7,9,22:00,20.3,,16.8,,80,,35.0,,26,,24.1,,99.06,,25.0,,,,Mostly Cloudy
2016-07-09 23:00,2016,7,9,23:00,19.9,,16.6,,81,,35.0,,24,,24.1,,99.08,,,,,,
2016-07-10 00:00,2016,7,10,00:00,19.2,,16.1,,82,,34.0,,21,,24.1,,99.08,,,,,,
2016-07-10 01:00,2016,7,10,01:00,18.5,,15.2,,81,,32.0,,27,,24.1,,99.17,,,,,,Clear
2016-07-10 02:00,2016,7,10,02:00,17.9,,14.6,,81,,33.0,,24,,24.1,,99.17,,,,,,
2016-07-10 03:00,2016,7,10,03:00,17.4,,14.7,,84,,34.0,,23,,24.1,,99.26,,,,,,
2016-07-10 04:00,2016,7,10,04:00,17.0,,14.3,,84,,35.0,,27,,24.1,,99.27,,,,,,Clear
2016-07-10 05:00,2016,7,10,05:00,16.8,,14.3,,85,,33.0,,18,,24.1,,99.35,,,,,,
