season,wkday,date,hr,holiday,temp,windspd,hum,adjtemp,condition,casual,member,total
3,4,2016-07-01,0,1,0.6743,0.1207,0.4,0.6364,1,35,90,125
3,4,2016-07-01,1,1,0.6576,0.1724,0.42,0.6241,1,34,60,94
3,4,2016-07-01,2,1,0.6326,0.0862,0.46,0.6067,1,39,55,94
3,4,2016-07-01,3,1,0.6242,0.0345,0.48,0.6016,1,21,38,59
3,4,2016-07-01,4,1,0.6388,0.0345,0.46,0.6124,1,23,33,56
3,4,2016-07-01,5,1,0.6388,0.069,0.48,0.6164,1,13,13,26
3,4,2016-07-01,6,1,0.6451,0.1207,0.49,0.6241,1,9,9,18
3,4,2016-07-01,7,1,0.6514,0.1379,0.64,0.6586,2,2,4,6
3,4,2016-07-01,8,1,0.6284,0.2069,0.83,0.6656,3,1,5,6
3,4,2016-07-01,9,1,0.6138,0.2414,0.85,0.6521,3,2,3,5
3,4,2016-07-01,10,1,0.643,0.1552,0.78,0.6746,1,4,8,12
3,4,2016-07-01,11,1,0.6827,0.3103,0.68,0.7011,1,5,24,29
3,4,2016-07-01,12,1,0.6889,0.3966,0.71,0.7151,1,9,23,32
3,4,2016-07-01,13,1,0.6555,0.2241,0.92,0.7151,4,5,11,16
3,4,2016-07-01,14,1,0.7119,0.7069,0.58,0.7131,4,12,11,23
3,4,2016-07-01,15,1,0.7411,0.6724,0.47,0.7202,4,27,42,69
3,4,2016-07-01,16,1,0.7182,0.6724,0.51,0.7048,1,38,47,85
3,4,2016-07-01,17,1,0.6868,0.6897,0.56,0.6817,1,47,46,93
3,4,2016-07-01,18,1,0.6785,0.6724,0.61,0.6826,1,24,23,47
3,4,2016-07-01,19,1,0.6493,0.5517,0.65,0.6578,1,80,51,131
3,4,2016-07-01,20,1,0.6242,0.6379,0.65,0.6301,1,51,56,107
3,4,2016-07-01,21,1,0.5992,0.4655,0.69,0.6101,1,94,47,141
3,4,2016-07-01,22,1,0.5908,0.5,0.72,0.6054,1,95,69,164
3,4,2016-07-01,23,1,0.5741,0.3966,0.72,0.588,1,60,57,117
3,5,2016-07-02,0,1,0.5741,0.431,0.7,0.5846,1,64,54,118
3,5,2016-07-02,1,1,0.5428,0.2586,0.76,0.5601,1,64,39,103
3,5,2016-07-02,2,1,0.5324,0.2069,0.79,0.553,1,38,30,68
3,5,2016-07-02,3,1,0.5303,0.2586,0.8,0.5522,1,56,42,98
3,5,2016-07-02,4,1,0.5407,0.2586,0.77,0.5592,1,20,28,48
3,5,2016-07-02,5,1,0.5282,0.2759,0.8,0.55,1,10,14,24
3,5,2016-07-02,6,1,0.5532,0.2069,0.74,0.5685,1,8,9,17
3,5,2016-07-02,7,1,0.6096,0.2931,0.62,0.6101,1,4,4,8
3,5,2016-07-02,8,1,0.6534,0.3793,0.54,0.6418,1,8,2,10
3,5,2016-07-02,9,1,0.7015,0.3621,0.49,0.6821,1,0,0,0
3,5,2016-07-02,10,1,0.7307,0.5,0.44,0.7016,1,7,5,12
3,5,2016-07-02,11,1,0.7641,0.5862,0.39,0.7242,1,6,11,17
3,5,2016-07-02,12,1,0.7745,0.4483,0.38,0.7326,1,5,22,27
3,5,2016-07-02,13,1,0.7975,0.6207,0.34,0.7449,1,42,46,88
3,5,2016-07-02,14,1,0.8079,0.6897,0.31,0.7468,1,52,42,94
3,5,2016-07-02,15,1,0.7871,0.5517,0.34,0.7345,1,105,70,175
3,5,2016-07-02,16,1,0.7996,0.5,0.31,0.7388,1,137,65,202
3,5,2016-07-02,17,1,0.7891,0.5862,0.32,0.7311,1,121,69,190
3,5,2016-07-02,18,1,0.7766,0.5345,0.32,0.7182,1,134,72,206
3,5,2016-07-02,19,1,0.7557,0.4828,0.33,0.7005,1,150,68,218
3,5,2016-07-02,20,1,0.7223,0.3276,0.38,0.6793,1,174,53,227
3,5,2016-07-02,21,1,0.7056,0.2759,0.41,0.6694,1,137,67,204
3,5,2016-07-02,22,1,0.6451,0.1897,0.5,0.6259,1,140,61,201
3,5,2016-07-02,23,1,0.6451,0.2586,0.5,0.6259,1,114,48,162
3,6,2016-07-03,0,1,0.6054,0.1897,0.57,0.5979,1,77,44,121
3,6,2016-07-03,1,1,0.595,0.1724,0.59,0.5901,1,91,43,134
3,6,2016-07-03,2,1,0.5658,0.2241,0.67,0.5717,1,63,26,89
3,6,2016-07-03,3,1,0.5616,0.1724,0.67,0.5674,1,51,30,81
3,6,2016-07-03,4,1,0.572,0.1724,0.65,0.5757,1,31,33,64
3,6,2016-07-03,5,1,0.5699,0.1724,0.64,0.5716,1,14,33,47
3,6,2016-07-03,6,1,0.62,0.1379,0.57,0.6125,1,20,11,31
3,6,2016-07-03,7,1,0.6827,0.2414,0.5,0.6647,1,5,7,12
3,6,2016-07-03,8,1,0.737,0.3621,0.43,0.7062,1,2,3,5
3,6,2016-07-03,9,1,0.7662,0.431,0.38,0.7237,1,1,2,3
3,6,2016-07-03,10,1,0.7787,0.3276,0.35,0.7284,1,4,4,8
3,6,2016-07-03,11,1,0.7954,0.4138,0.32,0.7369,1,4,13,17
3,6,2016-07-03,12,1,0.8121,0.1724,0.32,0.7543,1,17,18,35
3,6,2016-07-03,13,1,0.8309,0.3103,0.32,0.7736,1,38,34,72
3,6,2016-07-03,14,1,0.8121,0.2931,0.32,0.7543,1,70,32,102
3,6,2016-07-03,15,1,0.8539,0.3276,0.27,0.7801,1,95,68,163
3,6,2016-07-03,16,1,0.8225,0.2241,0.29,0.7557,1,106,53,159
3,6,2016-07-03,17,1,0.81,0.2931,0.31,0.749,1,127,70,197
3,6,2016-07-03,18,1,0.8246,0.3793,0.28,0.7543,1,145,62,207
3,6,2016-07-03,19,1,0.8017,0.3276,0.32,0.7434,1,156,65,221
3,6,2016-07-03,20,1,0.7745,0.3621,0.37,0.7299,1,137,76,213
3,6,2016-07-03,21,1,0.7411,0.2586,0.41,0.7052,1,137,74,211
3,6,2016-07-03,22,1,0.7077,0.2241,0.46,0.6826,1,122,64,186
3,6,2016-07-03,23,1,0.7015,0.1897,0.46,0.6759,1,78,63,141
3,0,2016-07-04,0,0,0.6764,0.2414,0.5,0.6581,1,71,50,121
3,0,2016-07-04,1,0,0.6493,0.1207,0.55,0.6394,1,46,57,103
3,0,2016-07-04,2,0,0.6138,0.1552,0.62,0.6146,1,23,28,51
3,0,2016-07-04,3,0,0.6033,0.1897,0.64,0.6068,1,35,32,67
3,0,2016-07-04,4,0,0.5887,0.1207,0.66,0.594,1,20,20,40
3,0,2016-07-04,5,0,0.595,0.1379,0.64,0.5979,1,8,9,17
3,0,2016-07-04,6,0,0.618,0.1207,0.64,0.6219,1,3,7,10
3,0,2016-07-04,7,0,0.6827,0.0172,0.46,0.6568,1,4,6,10
3,0,2016-07-04,8,0,0.7349,0.0517,0.38,0.6922,1,0,3,3
3,0,2016-07-04,9,0,0.7787,0.1724,0.36,0.7316,1,0,11,11
3,0,2016-07-04,10,0,0.7954,0.2414,0.33,0.7401,1,0,26,26
3,0,2016-07-04,11,0,0.8163,0.2414,0.31,0.7555,1,4,99,103
3,0,2016-07-04,12,0,0.8246,0.2759,0.33,0.7696,1,20,243,263
3,0,2016-07-04,13,0,0.8372,0.2931,0.29,0.7703,1,28,132,160
3,0,2016-07-04,14,0,0.8309,0.2241,0.3,0.7669,1,44,59,103
3,0,2016-07-04,15,0,0.8455,0.3103,0.29,0.7784,1,55,56,111
3,0,2016-07-04,16,0,0.8455,0.2759,0.3,0.7816,1,82,111,193
3,0,2016-07-04,17,0,0.8163,0.2414,0.34,0.7641,1,57,86,143
3,0,2016-07-04,18,0,0.7871,0.3103,0.36,0.7398,1,74,72,146
3,0,2016-07-04,19,0,0.7495,0.2759,0.4,0.7114,1,71,100,171
3,0,2016-07-04,20,0,0.714,0.2586,0.47,0.6914,1,73,162,235
3,0,2016-07-04,21,0,0.6931,0.1207,0.52,0.6795,1,84,252,336
3,0,2016-07-04,22,0,0.6931,0.0862,0.53,0.6817,1,67,174,241
3,0,2016-07-04,23,0,0.7056,0.1207,0.51,0.691,1,77,102,179
3,1,2016-07-05,0,0,0.7056,0.0172,0.49,0.6866,1,46,86,132
3,1,2016-07-05,1,0,0.7182,0.0345,0.47,0.6959,1,37,64,101
3,1,2016-07-05,2,0,0.7223,0.1034,0.45,0.6954,1,21,44,65
3,1,2016-07-05,3,0,0.7035,0.1379,0.5,0.6865,1,20,24,44
3,1,2016-07-05,4,0,0.6868,0.1379,0.51,0.6713,1,7,22,29
3,1,2016-07-05,5,0,0.691,0.0862,0.5,0.6737,1,6,6,12
3,1,2016-07-05,6,0,0.7119,0.1207,0.46,0.687,1,1,3,4
3,1,2016-07-05,7,0,0.737,0.0345,0.46,0.7134,1,0,1,1
3,1,2016-07-05,8,0,0.7871,0.1552,0.41,0.7534,1,0,2,2
3,1,2016-07-05,9,0,0.8309,0.2414,0.43,0.8079,1,4,8,12
3,1,2016-07-05,10,0,0.8601,0.2069,0.4,0.8304,1,0,47,47
3,1,2016-07-05,11,0,0.881,0.2414,0.37,0.8441,1,11,139,150
3,1,2016-07-05,12,0,0.881,0.2241,0.39,0.8513,1,35,301,336
3,1,2016-07-05,13,0,0.8956,0.3793,0.38,0.8639,1,36,154,190
3,1,2016-07-05,14,0,0.9332,0.3966,0.37,0.9033,1,41,76,117
3,1,2016-07-05,15,0,0.9207,0.3276,0.39,0.8971,1,48,71,119
3,1,2016-07-05,16,0,0.9353,0.5172,0.37,0.9059,1,61,93,154
3,1,2016-07-05,17,0,0.8998,0.5172,0.41,0.8797,1,79,89,168
3,1,2016-07-05,18,0,0.8789,0.3966,0.43,0.8632,1,70,60,130
3,1,2016-07-05,19,0,0.8518,0.4138,0.46,0.8412,1,64,101,165
3,1,2016-07-05,20,0,0.8267,0.3103,0.47,0.8149,1,63,216,279
3,1,2016-07-05,21,0,0.8079,0.3448,0.51,0.8059,1,94,311,405
3,1,2016-07-05,22,0,0.7871,0.1897,0.54,0.7895,1,57,217,274
3,1,2016-07-05,23,0,0.7578,0.1724,0.58,0.7659,1,46,141,187
3,2,2016-07-06,0,0,0.714,0.1552,0.69,0.7404,1,57,121,178
3,2,2016-07-06,1,0,0.6994,0.1379,0.71,0.7267,1,59,99,158
3,2,2016-07-06,2,0,0.7119,0.2069,0.7,0.7399,1,44,55,99
3,2,2016-07-06,3,0,0.6827,0.2069,0.74,0.7133,1,21,39,60
3,2,2016-07-06,4,0,0.6931,0.0345,0.73,0.724,1,23,19,42
3,2,2016-07-06,5,0,0.6681,0.1379,0.78,0.7035,1,8,8,16
3,2,2016-07-06,6,0,0.714,0.1034,0.72,0.7465,1,12,4,16
3,2,2016-07-06,7,0,0.7829,0.1379,0.6,0.8016,1,2,3,5
3,2,2016-07-06,8,0,0.8309,0.1724,0.53,0.8392,1,1,5,6
3,2,2016-07-06,9,0,0.8622,0.1724,0.5,0.8677,1,2,10,12
3,2,2016-07-06,10,0,0.8727,0.2931,0.45,0.8627,1,5,39,44
3,2,2016-07-06,11,0,0.8706,0.3103,0.49,0.8739,1,23,131,154
3,2,2016-07-06,12,0,0.881,0.3276,0.47,0.8794,1,38,321,359
3,2,2016-07-06,13,0,0.9102,0.3793,0.43,0.8999,1,25,190,215
3,2,2016-07-06,14,0,0.9207,0.4138,0.42,0.9087,1,41,68,109
3,2,2016-07-06,15,0,0.9102,0.3966,0.43,0.8999,1,60,74,134
3,2,2016-07-06,16,0,0.8998,0.4655,0.45,0.8955,1,58,86,144
3,2,2016-07-06,17,0,0.8935,0.431,0.48,0.8987,1,42,84,126
3,2,2016-07-06,18,0,0.8894,0.431,0.46,0.8867,1,51,88,139
3,2,2016-07-06,19,0,0.8664,0.431,0.49,0.8686,2,72,84,156
3,2,2016-07-06,20,0,0.8392,0.2931,0.58,0.8656,3,57,181,238
3,2,2016-07-06,21,0,0.8288,0.3103,0.57,0.8486,3,76,303,379
3,2,2016-07-06,22,0,0.8142,0.2069,0.61,0.8424,1,61,241,302
3,2,2016-07-06,23,0,0.8038,0.2414,0.65,0.8418,1,71,134,205
3,3,2016-07-07,0,0,0.7829,0.2069,0.72,0.8337,1,58,114,172
3,3,2016-07-07,1,0,0.7766,0.2931,0.74,0.8316,1,47,99,146
3,3,2016-07-07,2,0,0.7474,0.1207,0.8,0.8075,1,30,58,88
3,3,2016-07-07,3,0,0.7307,0.1379,0.83,0.7927,1,15,33,48
3,3,2016-07-07,4,0,0.7161,0.1034,0.85,0.7782,1,14,19,33
3,3,2016-07-07,5,0,0.7223,0.1897,0.86,0.789,1,11,9,20
3,3,2016-07-07,6,0,0.7432,0.1379,0.83,0.8094,1,6,5,11
3,3,2016-07-07,7,0,0.7641,0.1552,0.79,0.8274,1,3,1,4
3,3,2016-07-07,8,0,0.7891,0.1379,0.73,0.8446,1,1,0,1
3,3,2016-07-07,9,0,0.8267,0.2414,0.66,0.8736,1,0,11,11
3,3,2016-07-07,10,0,0.8392,0.0862,0.63,0.8816,1,11,34,45
3,3,2016-07-07,11,0,0.8664,0.069,0.57,0.8966,1,10,144,154
3,3,2016-07-07,12,0,0.8601,0.2414,0.6,0.8996,1,31,320,351
3,3,2016-07-07,13,0,0.7996,0.431,0.71,0.8536,1,31,179,210
3,3,2016-07-07,14,0,0.833,0.0862,0.74,0.9083,1,38,76,114
3,3,2016-07-07,15,0,0.8747,0.0862,0.56,0.904,1,48,86,134
3,3,2016-07-07,16,0,0.9102,0.0862,0.45,0.9076,1,53,96,149
3,3,2016-07-07,17,0,0.9207,0.3793,0.42,0.9087,1,54,112,166
3,3,2016-07-07,18,0,0.8894,0.4483,0.46,0.8867,1,25,64,89
3,3,2016-07-07,19,0,0.8476,0.3793,0.52,0.8558,1,22,74,96
3,3,2016-07-07,20,0,0.8205,0.4138,0.57,0.8391,1,36,162,198
3,3,2016-07-07,21,0,0.7996,0.3621,0.61,0.8248,1,85,296,381
3,3,2016-07-07,22,0,0.762,0.3103,0.68,0.797,1,52,203,255
3,3,2016-07-07,23,0,0.7495,0.2241,0.69,0.7834,1,44,155,199
3,4,2016-07-08,0,0,0.7286,0.2069,0.74,0.769,1,35,108,143
3,4,2016-07-08,1,0,0.7119,0.2931,0.78,0.7578,2,43,97,140
3,4,2016-07-08,2,0,0.7015,0.2759,0.83,0.7557,2,47,81,128
3,4,2016-07-08,3,0,0.691,0.1207,0.85,0.7457,2,40,47,87
3,4,2016-07-08,4,0,0.6973,0.1897,0.84,0.7515,2,12,20,32
3,4,2016-07-08,5,0,0.6973,0.1724,0.84,0.7515,2,3,10,13
3,4,2016-07-08,6,0,0.6994,0.069,0.87,0.7611,3,10,2,12
3,4,2016-07-08,7,0,0.7035,0.1724,0.88,0.769,3,1,1,2
3,4,2016-07-08,8,0,0.714,0.2241,0.88,0.7828,3,0,1,1
3,4,2016-07-08,9,0,0.7328,0.1379,0.82,0.793,3,0,8,8
3,4,2016-07-08,10,0,0.7662,0.2069,0.78,0.8276,2,3,38,41
3,4,2016-07-08,11,0,0.7662,0.1034,0.77,0.8251,2,7,55,62
3,4,2016-07-08,12,0,0.7871,0.069,0.72,0.8393,2,15,202,217
3,4,2016-07-08,13,0,0.8205,0.1379,0.65,0.8627,1,23,164,187
3,4,2016-07-08,14,0,0.8288,0.2759,0.62,0.8651,1,37,75,112
3,4,2016-07-08,15,0,0.8058,0.3103,0.66,0.847,1,71,76,147
3,4,2016-07-08,16,0,0.8288,0.2586,0.62,0.8651,1,84,123,207
3,4,2016-07-08,17,0,0.8225,0.2069,0.63,0.8593,1,77,107,184
3,4,2016-07-08,18,0,0.785,0.2759,0.72,0.8365,1,79,84,163
3,4,2016-07-08,19,0,0.7599,0.2759,0.77,0.8167,1,81,119,200
3,4,2016-07-08,20,0,0.739,0.1552,0.82,0.8013,1,92,203,295
3,4,2016-07-08,21,0,0.7265,0.1897,0.9,0.8035,3,113,297,410
3,4,2016-07-08,22,0,0.7349,0.2414,0.89,0.8123,3,81,202,283
3,4,2016-07-08,23,0,0.7244,0.1724,0.92,0.8059,3,90,113,203
3,5,2016-07-09,0,1,0.7056,0.2759,0.85,0.7646,3,70,95,165
3,5,2016-07-09,1,1,0.7056,0.1724,0.88,0.7717,2,38,60,98
3,5,2016-07-09,2,1,0.6994,0.0517,0.92,0.772,2,21,31,52
3,5,2016-07-09,3,1,0.6868,0.1207,0.93,0.7579,2,9,38,47
3,5,2016-07-09,4,1,0.6743,0.2586,0.94,0.7426,1,15,28,43
3,5,2016-07-09,5,1,0.6701,0.3276,0.88,0.7259,1,19,22,41
3,5,2016-07-09,6,1,0.6764,0.2414,0.86,0.7294,1,15,20,35
3,5,2016-07-09,7,1,0.691,0.3621,0.77,0.7295,1,4,5,9
3,5,2016-07-09,8,1,0.7307,0.431,0.65,0.7508,1,0,5,5
3,5,2016-07-09,9,1,0.762,0.5345,0.54,0.7606,1,1,4,5
3,5,2016-07-09,10,1,0.7829,0.4828,0.49,0.7707,1,3,6,9
3,5,2016-07-09,11,1,0.7662,0.5345,0.53,0.7628,1,10,17,27
3,5,2016-07-09,12,1,0.7557,0.5172,0.56,0.7588,1,20,41,61
3,5,2016-07-09,13,1,0.7453,0.6379,0.6,0.7567,3,50,74,124
3,5,2016-07-09,14,1,0.8079,0.4655,0.47,0.7936,3,78,79,157
3,5,2016-07-09,15,1,0.8163,0.5172,0.48,0.8063,3,124,91,215
3,5,2016-07-09,16,1,0.7912,0.5,0.49,0.7804,3,111,96,207
3,5,2016-07-09,17,1,0.7161,0.3621,0.8,0.7676,3,161,98,259
3,5,2016-07-09,18,1,0.691,0.3276,0.86,0.748,3,151,110,261
3,5,2016-07-09,19,1,0.7161,0.3103,0.77,0.7609,1,181,110,291
3,5,2016-07-09,20,1,0.7182,0.4483,0.72,0.7517,1,154,100,254
3,5,2016-07-09,21,1,0.6952,0.5172,0.78,0.7368,1,75,62,137
3,5,2016-07-09,22,1,0.6889,0.4483,0.8,0.7332,1,110,66,176
3,5,2016-07-09,23,1,0.6806,0.4138,0.81,0.725,1,80,78,158
3,6,2016-07-10,0,1,0.666,0.3621,0.82,0.709,1,98,64,162
3,6,2016-07-10,1,1,0.6514,0.4655,0.81,0.6892,1,81,56,137
3,6,2016-07-10,2,1,0.6388,0.4138,0.81,0.6743,1,60,45,105
3,6,2016-07-10,3,1,0.6284,0.3966,0.84,0.6675,1,30,26,56
3,6,2016-07-10,4,1,0.62,0.4655,0.84,0.6576,1,28,25,53
3,6,2016-07-10,5,1,0.6159,0.3103,0.85,0.6545,1,18,28,46
3,6,2016-07-10,6,1,0.6305,0.3103,0.83,0.6681,1,24,27,51
3,6,2016-07-10,7,1,0.6597,0.4138,0.78,0.6935,1,4,10,14
3,6,2016-07-10,8,1,0.7035,0.3966,0.64,0.7165,1,1,5,6
3,6,2016-07-10,9,1,0.7432,0.3793,0.58,0.7486,1,5,6,11
3,6,2016-07-10,10,1,0.7745,0.3448,0.54,0.7754,1,8,12,20
3,6,2016-07-10,11,1,0.8079,0.2931,0.49,0.8001,1,13,15,28
3,6,2016-07-10,12,1,0.8121,0.4138,0.4,0.7781,1,37,26,63
3,6,2016-07-10,13,1,0.8309,0.5172,0.35,0.7828,1,57,37,94
3,6,2016-07-10,14,1,0.8413,0.3103,0.33,0.7869,1,91,55,146
3,6,2016-07-10,15,1,0.8372,0.3103,0.33,0.783,1,144,82,226
3,6,2016-07-10,16,1,0.8539,0.3966,0.31,0.794,1,167,82,249
3,6,2016-07-10,17,1,0.8351,0.431,0.34,0.7837,1,188,109,297
3,6,2016-07-10,18,1,0.8121,0.4483,0.35,0.7631,1,162,125,287
3,6,2016-07-10,19,1,0.7954,0.3448,0.4,0.7595,1,119,115,234
3,6,2016-07-10,20,1,0.7641,0.3793,0.43,0.7349,1,177,91,268
3,6,2016-07-10,21,1,0.7453,0.3793,0.45,0.7195,1,169,100,269
3,6,2016-07-10,22,1,0.7077,0.2241,0.5,0.6911,1,127,110,237
3,6,2016-07-10,23,1,0.6994,0.0862,0.52,0.6864,1,138,81,219
3,0,2016-07-11,0,0,0.6764,0.0862,0.59,0.6763,1,95,89,184
3,0,2016-07-11,1,0,0.666,0.1724,0.6,0.667,1,72,77,149
3,0,2016-07-11,2,0,0.6639,0.2414,0.6,0.6647,1,61,48,109
3,0,2016-07-11,3,0,0.6451,0.1724,0.67,0.6571,1,29,46,75
3,0,2016-07-11,4,0,0.6409,0.0862,0.69,0.6557,1,10,13,23
3,0,2016-07-11,5,0,0.6388,0.1207,0.72,0.6591,1,3,12,15
3,0,2016-07-11,6,0,0.6534,0.1034,0.8,0.6898,1,4,0,4
3,0,2016-07-11,7,0,0.6743,0.1724,0.8,0.7152,1,0,1,1
3,0,2016-07-11,8,0,0.7056,0.1379,0.75,0.7435,1,1,0,1
3,0,2016-07-11,9,0,0.7328,0.1724,0.67,0.7583,1,7,12,19
3,0,2016-07-11,10,0,0.7516,0.2241,0.62,0.7682,1,7,45,52
3,0,2016-07-11,11,0,0.7891,0.2759,0.55,0.7949,1,36,135,171
3,0,2016-07-11,12,0,0.8142,0.2586,0.49,0.8066,1,49,307,356
3,0,2016-07-11,13,0,0.785,0.3793,0.44,0.7596,1,36,166,202
3,0,2016-07-11,14,0,0.7829,0.2759,0.43,0.7549,1,35,86,121
3,0,2016-07-11,15,0,0.8079,0.2414,0.42,0.779,1,61,55,116
3,0,2016-07-11,16,0,0.81,0.3103,0.39,0.7726,1,72,91,163
3,0,2016-07-11,17,0,0.7912,0.1897,0.43,0.7635,1,64,81,145
3,0,2016-07-11,18,0,0.7683,0.2414,0.42,0.7365,1,61,64,125
3,0,2016-07-11,19,0,0.7453,0.1724,0.43,0.7145,1,90,91,181
3,0,2016-07-11,20,0,0.7223,0.2069,0.45,0.6954,1,92,219,311
3,0,2016-07-11,21,0,0.7035,0.1379,0.49,0.6844,1,139,301,440
3,0,2016-07-11,22,0,0.6931,0.1379,0.53,0.6817,1,95,213,308
3,0,2016-07-11,23,0,0.6806,0.0862,0.58,0.6786,1,101,165,266
3,1,2016-07-12,0,0,0.6785,0.1379,0.61,0.6826,1,56,132,188
3,1,2016-07-12,1,0,0.6931,0.0517,0.57,0.6902,1,42,105,147
3,1,2016-07-12,2,0,0.6889,0.069,0.65,0.7022,1,29,58,87
3,1,2016-07-12,3,0,0.6868,0.069,0.69,0.7079,1,15,21,36
3,1,2016-07-12,4,0,0.6931,0.069,0.71,0.7191,1,7,16,23
3,1,2016-07-12,5,0,0.6952,0.0862,0.73,0.7265,1,3,4,7
3,1,2016-07-12,6,0,0.6994,0.1724,0.74,0.7337,1,10,1,11
3,1,2016-07-12,7,0,0.714,0.1207,0.73,0.7486,2,1,2,3
3,1,2016-07-12,8,0,0.7265,0.1724,0.72,0.7621,2,1,2,3
3,1,2016-07-12,9,0,0.7662,0.1897,0.64,0.7914,2,5,10,15
3,1,2016-07-12,10,0,0.7933,0.1034,0.6,0.8136,1,11,51,62
3,1,2016-07-12,11,0,0.8392,0.2759,0.53,0.8497,1,27,131,158
3,1,2016-07-12,12,0,0.8622,0.2241,0.51,0.8711,1,53,350,403
3,1,2016-07-12,13,0,0.8998,0.3448,0.48,0.9068,1,53,204,257
3,1,2016-07-12,14,0,0.8998,0.3793,0.47,0.9033,1,60,86,146
3,1,2016-07-12,15,0,0.8998,0.3276,0.45,0.8955,1,84,78,162
3,1,2016-07-12,16,0,0.8768,0.3276,0.49,0.8818,1,72,97,169
3,1,2016-07-12,17,0,0.8998,0.3448,0.43,0.8879,1,73,93,166
3,1,2016-07-12,18,0,0.8664,0.3793,0.5,0.873,1,103,95,198
3,1,2016-07-12,19,0,0.8455,0.2586,0.53,0.8565,1,70,109,179
3,1,2016-07-12,20,0,0.8121,0.1724,0.58,0.8307,1,112,210,322
3,1,2016-07-12,21,0,0.8038,0.1552,0.6,0.8268,1,96,357,453
3,1,2016-07-12,22,0,0.7829,0.1724,0.63,0.8091,1,100,223,323
3,1,2016-07-12,23,0,0.7662,0.1552,0.67,0.799,1,117,153,270
3,2,2016-07-13,0,0,0.7641,0.1379,0.68,0.7986,1,91,123,214
3,2,2016-07-13,1,0,0.7495,0.1724,0.7,0.7856,1,48,113,161
3,2,2016-07-13,2,0,0.7411,0.0862,0.72,0.7805,1,60,63,123
3,2,2016-07-13,3,0,0.7182,0.0862,0.78,0.7658,1,40,44,84
3,2,2016-07-13,4,0,0.7537,0.1724,0.7,0.7909,1,26,22,48
3,2,2016-07-13,5,0,0.7557,0.2069,0.71,0.7958,1,11,14,25
3,2,2016-07-13,6,0,0.7745,0.2069,0.68,0.812,1,2,6,8
3,2,2016-07-13,7,0,0.8288,0.2414,0.6,0.8579,1,7,1,8
3,2,2016-07-13,8,0,0.8267,0.3103,0.63,0.8648,1,2,2,4
3,2,2016-07-13,9,0,0.858,0.2069,0.59,0.893,1,5,15,20
3,2,2016-07-13,10,0,0.8914,0.2931,0.54,0.9189,1,10,38,48
3,2,2016-07-13,11,0,0.9102,0.3276,0.5,0.9278,1,26,137,163
3,2,2016-07-13,12,0,0.9395,0.3621,0.47,0.9531,1,71,340,411
3,2,2016-07-13,13,0,0.9833,0.4655,0.36,0.9583,1,47,206,253
3,2,2016-07-13,14,0,0.9854,0.4828,0.35,0.9565,1,48,84,132
3,2,2016-07-13,15,0,0.9937,0.5862,0.31,0.946,1,75,64,139
3,2,2016-07-13,16,0,0.9958,0.3621,0.29,0.9389,1,57,95,152
3,2,2016-07-13,17,0,0.9896,0.3621,0.3,0.9371,1,59,110,169
3,2,2016-07-13,18,0,0.977,0.3103,0.3,0.9222,1,67,76,143
3,2,2016-07-13,19,0,0.9165,0.5172,0.49,0.9324,1,65,93,158
3,2,2016-07-13,20,0,0.8873,0.3621,0.53,0.9096,1,88,187,275
3,2,2016-07-13,21,0,0.8727,0.2931,0.54,0.8939,1,107,341,448
3,2,2016-07-13,22,0,0.8622,0.1724,0.56,0.8886,1,97,223,320
3,2,2016-07-13,23,0,0.8643,0.3103,0.57,0.8938,1,81,162,243
3,3,2016-07-14,0,0,0.7077,0.6034,0.92,0.7832,4,86,125,211
3,3,2016-07-14,1,0,0.7119,0.1034,0.92,0.7888,4,60,100,160
3,3,2016-07-14,2,0,0.7119,0.2241,0.9,0.7838,4,69,74,143
3,3,2016-07-14,3,0,0.714,0.1207,0.89,0.7841,4,49,41,90
3,3,2016-07-14,4,0,0.7098,0.1897,0.93,0.7873,2,14,30,44
3,3,2016-07-14,5,0,0.7244,0.2586,0.91,0.8033,3,1,3,4
3,3,2016-07-14,6,0,0.7244,0.2414,0.93,0.8072,3,5,6,11
3,3,2016-07-14,7,0,0.7307,0.3276,0.92,0.8146,3,6,0,6
3,3,2016-07-14,8,0,0.7349,0.2759,0.88,0.811,3,1,2,3
3,3,2016-07-14,9,0,0.7557,0.3448,0.86,0.8344,3,2,10,12
3,3,2016-07-14,10,0,0.7704,0.3621,0.83,0.8466,2,7,32,39
3,3,2016-07-14,11,0,0.7912,0.4483,0.78,0.862,2,10,65,75
3,3,2016-07-14,12,0,0.7891,0.5172,0.77,0.8564,2,26,170,196
3,3,2016-07-14,13,0,0.8455,0.4828,0.64,0.8927,1,30,185,215
3,3,2016-07-14,14,0,0.8768,0.569,0.54,0.8994,1,39,76,115
3,3,2016-07-14,15,0,0.9081,0.5345,0.44,0.9016,1,38,88,126
3,3,2016-07-14,16,0,0.8935,0.5172,0.44,0.8844,1,66,111,177
3,3,2016-07-14,17,0,0.8998,0.569,0.4,0.8767,1,77,105,182
3,3,2016-07-14,18,0,0.8455,0.4655,0.59,0.8763,1,95,94,189
3,3,2016-07-14,19,0,0.8121,0.431,0.65,0.8516,1,78,120,198
3,3,2016-07-14,20,0,0.7495,0.3793,0.68,0.7812,3,90,230,320
3,3,2016-07-14,21,0,0.7077,0.4655,0.84,0.7649,3,115,324,439
